song_id,song_name,artist,genre,p_emotion,energy_level,tempo_category,language,s_emotion_1,s_emotion_2,s_emotion_3,is_explicit,spotify_uri
178,bam bam,Calm,hip-hop,exhaustion,medium,low,hindi,win,determination,,explicit,spotify:track:2z8TLw69oLztQ2iB4i0b7b
179,Roots,Calm,hip-hop,win,medium,high,hindi,determination,manifesting,confidence,explicit,spotify:track:2LDsJ10n9fUcagEJkPvpoF
180,Apology,Aleemrk,hip-hop,hurt,medium,medium,hindi,failure,sadness,healing,non_explicit,spotify:track:5bCsUQ7BryZTzNDKb9xBy8
181,Aziyat 2.0,Pratsofficial,indie,heartbreak,low,medium,hindi,love,manifesting,,non_explicit,spotify:track:3fwyItGexa88kR8j76dIqv
182,Alag aasmaan,Anuv Jain,indie,love,low,low,hindi,healing,happiness,calm,non_explicit,spotify:track:74kCarkFBzXYXNkkYJIsG0
183,4 Guna,Manikk,hip-hop,rage,high,medium,hindi,rebellion,self_respect,betrayal,explicit,spotify:track:7ko3kstmksM7XOVPvIuKwv
184,Kab tak,Jokhay,hip-hop,rebellion,medium,medium,hindi,rage,exhaustion,,explicit,spotify:track:7bu8qrmyzKhsJKvpeUL4KY
185,Kabhi kabhi,Aleemrk,hip-hop,rebellion,medium,low,hindi,self_respect,hurt,,non_explicit,spotify:track:3rsw2MquJq8YGn2W81NVFl
186,hasrat,Aleemrk,hip-hop,hurt,low,low,hindi,self_respect,exhaustion,betrayal,non_explicit,spotify:track:4zQXL1UFElCCnDnGilDH0O
187,KYU MEIN AISA,Fing,hip-hop,self_respect,high,high,hindi,introspection,confidence_boost,healing,non_explicit,spotify:track:2wMtzf6lcdlmSHtOX6ITdq
188,Maqaam,superdupersultan,hip-hop,motivation,medium,medium,hindi,healing,betrayal,,non_explicit,spotify:track:6QmRfpU8X7eplQQ3S7HYn2
189,Mein bas kehna chahta hu,Bella,hip-hop,hurt,medium,high,hindi,introspection,self_respect,determination,non_explicit,spotify:track:7sXiBD5mnxNqkSulqJkawa
190,Muskura,Jtrix,hip-hop,confidence,medium,medium,hindi,motivation,self_respect,manifesting,non_explicit,spotify:track:0jCNDq4UHd80uQTphVTfXN
191,Never back down,Raftaar,hip-hop,motivation,medium,high,hindi,rage,failure,determination,non_explicit,spotify:track:1wQsJ18k8zNL8DixnLWbsG
192,Raat din,Aleemrk,hip-hop,motivation,medium,low,hindi,rage,failure,determination,non_explicit,spotify:track:4oCWmokDgQhKkwZxDM9HeO
193,Sharaab,Jtrix,hip-hop,win,medium,medium,hindi,confidence,motivation,celebration,non_explicit,spotify:track:1VuwlZvAlSD3dg29a8v0kh
194,Soch,MC Altaf,hip-hop,introspection,medium,high,hindi,determination,self_respect,,explicit,spotify:track:38F8BE500Tybqd3jrzp5Av
195,Vardaan,Ajey Nagar,hip-hop,motivation,medium,medium,hindi,determination,confidence_boost,hope,non_explicit,spotify:track:0MRg2bzlVhGQTi4ecu792k
196,Warrior,Ajey Nagar,hip-hop,rage,high,high,hindi,hype,self_respect,betrayal,non_explicit,spotify:track:7DPJIXfwTbLqX8LzncJrsn
197,Wishlist,Dino James,hip-hop,manifesting,medium,medium,hindi,determination,healing,happiness,non_explicit,spotify:track:39m83gjG1lNr7Un0dJndFw
198,OG,Kr$na,hip-hop,introspection,medium,low,hindi,hurt,healing,,explicit,spotify:track:2KNCIEhuUkOU8cAx7byG6C
199,Cold hours,Aleemrk,hip-hop,exhaustion,low,low,hindi,hurt,stress,failure,non_explicit,spotify:track:2uThc9fZx2BEL3t6uuRMO1
200,Baatein,Ravator,hip-hop,betrayal,medium,medium,hindi,hurt,rage,rebellion,explicit,spotify:track:7nGNS7I4KBv8viRUrrB0X9
201,Shor Sharaba,Ravator,hip-hop,exhaustion,medium,medium,hindi,rebellion,stress,melancholy,explicit,spotify:track:6wKKcAUaLYDy7bN1uFD0E5
202,Khaas hai,Jtrix,hip-hop,confidence,high,high,hindi,rage,hype,win,non_explicit,spotify:track:7pYQZwJogqgfJYYXwLliIu
203,Still standing,Kr$na,hip-hop,win,high,medium,hindi,rebellion,hype,confidence_boost,explicit,spotify:track:2JQI6C3UCEIr7SF23ar3qy
204,Tough love,Fotty Seven,hip-hop,introspection,medium,medium,hindi,rage,failure,exhaustion,non_explicit,spotify:track:0sU7YqHNBucJ7IiA0bakiQ
205,IICONIC,King,hip-hop,determination,medium,medium,hindi,rage,stress,manifesting,explicit,spotify:track:0OcGUbXfqFFiOGKYIZJBHw
206,Duniya makkar,Karma,hip-hop,betrayal,low,low,hindi,rebellion,stress,self_respect,explicit,spotify:track:78C9fInl0QUYAQBsEenYVC
207,Asli hero,Wicked Sunny,hip-hop,exhaustion,low,medium,hindi,rage,stress,confidence_boost,non_explicit,spotify:track:2AxFfa8Bi1rLbEUevDuUzx
208,Why,Bassick,hip-hop,rebellion,high,high,hindi,introspection,hype,rage,non_explicit,spotify:track:4JBrPKTuDU8sM270hZDXfJ
209,Middle class boy,Roshhh,hip-hop,exhaustion,low,low,hindi,stress,rage,failure,non_explicit,spotify:track:6ctLb69KsPvzR9Ya0iudDp
210,Meri tarah,Akhil Redhu,hip-hop,failure,low,low,hindi,introspection,healing,rebellion,non_explicit,spotify:track:3v3pj2lVnwxpwEUjlR8LY0
211,Yaqeen,Shen B,hip-hop,determination,low,low,hindi,hurt,healing,,non_explicit,spotify:track:37A13iJFdUKbasfxZZa2Fc
212,Keh chuka Pt. 1,Seedhe Maut,hip-hop,hurt,medium,low,hindi,rebellion,exhaustion,sadness,non_explicit,spotify:track:2nu2r3wYSPXlDdP8sLBtJD
213,Afsaaney,Young Stunners,hip-hop,exhaustion,low,low,urdu,heartbreak,remembering,hurt,non_explicit,spotify:track:05sqcYfU2wMlKwPVJ0rotq
214,I tried my best,Uday,hip-hop,exhaustion,medium,high,hindi,stress,failure,hurt,non_explicit,spotify:track:5H8SYBIDyDW21DnqiuuTuv
215,Baalak,NARC,hip-hop,exhaustion,low,medium,hindi,healing,hurt,,non_explicit,spotify:track:64RoBcXYteLABxYWiOAEr9
216,Ladke rote nahi hai,Shady Mellow,hip-hop,exhaustion,low,low,hindi,healing,failure,remembering,non_explicit,spotify:track:6keHp1mZiGakfZ37byQVl7
217,Nidarr,Dino James,hip-hop,stress,low,medium,hindi,confidence,exhaustion,win,non_explicit,spotify:track:1KSfUcxcdYJsdaPsbpmPRD
218,Anadi,Seedhe Maut,hip-hop,introspection,medium,medium,hindi,rebellion,melancholy,rebellion,explicit,spotify:track:1WPyADPqefFxzteQt0phXg
219,Pardarshi,Lush Curry,hip-hop,win,low,low,hindi,manifesting,exhaustion,motivation,non_explicit,spotify:track:1bBsuHuzZ267KCRsdCkLgo
220,Mehnat,Vichaar,hip-hop,rage,high,low,hindi,rebellion,remembering,determination,non_explicit,spotify:track:3GOAXK4nwNX6tBcToDOULS
221,Wake me up,Aleemrk,hip-hop,determination,medium,medium,hindi,betrayal,hurt,motivation,non_explicit,spotify:track:4xUQkrSXK9vPburA4Qmqk1
222,Blind spot,Naam Sujal,hip-hop,exhaustion,medium,medium,hindi,stress,rebellion,determination,non_explicit,spotify:track:5rb1dgXRCrafbMPK1dfQY0
223,Jaane do,Kaam bhari,hip-hop,loneliness,medium,medium,hindi,betrayal,hurt,sadness,non_explicit,spotify:track:6U2iZCMkKrOqzt1sglaKkt
224,Life goes on,Aleemrk,hip-hop,exhaustion,low,low,hindi,introspection,remembering,stress,non_explicit,spotify:track:0GD8UKZxIfKGMLrmrmatZm
225,Yours truly,Kr$na,hip-hop,introspection,low,low,hindi,hope,remembering,motivation,explicit,spotify:track:69BPhJsrUz9Mkn02LaRxJm
226,For the win,Aleemrk,hip-hop,hope,medium,low,hindi,heartbreak,remembering,hurt,non_explicit,spotify:track:3coY61cs5wbs9LcEz0IPEx
227,Marne ke baad bhi,Seedhe Maut,hip-hop,introspection,medium,medium,hindi,stress,hope,healing,non_explicit,spotify:track:2hupOdIMMUyyh56txX9Jij
228,Puch to le,OG Lucifer,hip-hop,stress,high,medium,hindi,heartbreak,hurt,rage,explicit,spotify:track:7JUbpkQrUg9sLSwen39eal
229,Naseeb,Brave Wrld,hip-hop,manifesting,medium,medium,hindi,motivation,hope,betrayal,non_explicit,spotify:track:3aavkt2pyUv3eHC2pExtYL
230,Lessons,Karma,hip-hop,heartbreak,medium,high,hindi,self_respect,exhaustion,melancholy,non_explicit,spotify:track:08siSiLLmKKfiiuHnQq17E
231,Farebi,Chaar Diwaari,hip-hop,celebration,high,high,hindi,win,love,hype,explicit,spotify:track:1Jsos1mzwTwYGOndYN5h8V
232,Lovesexdhokha!,Chaar Diwaari,hip-hop,celebration,high,high,hindi,rebellion,happiness,,explicit,spotify:track:1u3KTMxSOXMX0cbb5BKGdc
233,Bandook meri laila,Sachin Jigar,pop,love,medium,high,hindi,melancholy,happiness,confidence,non_explicit,spotify:track:5ZNWQ3GAz7ctU5rYmW81MV
234,Baby marwake maanegi,Raftaar,pop,hype,medium,medium,hindi,confidence,celebration,love,non_explicit,spotify:track:3f4GK6Asyq5SSm2aFDiHCa
235,Vele,Vishal-Shekhar,pop,celebration,high,high,hindi,happiness,rebellion,hype,non_explicit,spotify:track:31phvnfUfwzi0nf3dO814j
236,Pickup,Seedhe Maut,hip-hop,hype,high,high,hindi,win,flex,confidence,explicit,spotify:track:5IlbMvkcUIjcIyoRfDROfu
237,Ud-daa Punjab,Amit Trivedi,pop,rage,high,medium,hindi,hype,rebellion,confidence_boost,non_explicit,spotify:track:7o65z7yxlOfbAiDxq9WZBy
238,Angreji beat,Yo Yo Honey Singh,pop,win,medium,medium,punjabi,celebration,flex,confidence_boost,non_explicit,spotify:track:4psVrPZy07uZTLwc3Mqz4V
239,Paris ka trip,Yo Yo Honey Singh,pop,flex,medium,medium,punjabi,love,melancholy,,non_explicit,spotify:track:4t22MCG1GHjKlXRCIlJlDd
240,Dope Shope,Yo Yo Honey Singh,pop,flex,high,high,punjabi,celebration,hype,,non_explicit,spotify:track:3pVXZ04pu8zYaiAHCrh6PV
241,Daaru party,Millind Gaba,pop,celebration,high,medium,hindi,happiness,flex,hype,non_explicit,spotify:track:5c4mS0wVYTmRrE7S9ZmcyX
242,She don't know,Millind Gaba,pop,love,medium,medium,punjabi,hope,melancholy,,non_explicit,spotify:track:1Wa7AxnMAtKOdlkx2NKeB0
243,Bhaag D.K. Bose,Ram Sapath,pop,rebellion,high,high,hindi,failure,rage,exhaustion,non_explicit,spotify:track:1sxh0eqIb8ulYypPuq6ZRu
244,Babaji ki booty,Sachin Jigar,pop,calm,low,low,hindi,happiness,confidence_boost,introspection,non_explicit,spotify:track:4OFgWq4bcGSFH9RSrr30Po
245,Dhan te nan,Sukhwinder Singh,pop,rage,high,high,hindi,rebellion,determination,flex,non_explicit,spotify:track:2BOY77LvMTUOfLcnfFAJGl
246,Aunty ji,Ash King,pop,celebration,high,high,hindi,happiness,love,,non_explicit,spotify:track:0e5STSwtLEXKN4ygFYydJd
247,Slowly slowly,Sachin Jigar,pop,celebration,high,high,hindi,happiness,hype,,non_explicit,spotify:track:2Z5IsY5dxdYZArJ1aYbaHZ
248,Marcy,Badshah,pop,flex,medium,medium,hindi,love,happiness,,non_explicit,spotify:track:6CuJUdvZuGAGxCbN3dq81s
249,Baaki baatein peene baad,Arjun Kanungo,pop,celebration,high,high,hindi,rage,happiness,hype,non_explicit,spotify:track:2RBkVQwpkDeYytMTQwjyTk
250,Udd gaye,Ritviz,pop,calm,medium,medium,hindi,love,melancholy,manifesting,non_explicit,spotify:track:5ZsAhuQ24mWHiduaxJqnhW
251,Chaar baj gaye - party abhi baaki hai,Sachin Jigar,pop,celebration,medium,medium,hindi,happiness,confidence,,non_explicit,spotify:track:1eFH9kh7L63Zb8FDqjbwZJ
252,Second hand jawaani,Pritam,pop,love,medium,medium,hindi,flex,celebration,happiness,non_explicit,spotify:track:7kz0NubU5M4k9kdARMBlFK
253,Paisa,Manak-E,pop,flex,medium,medium,hindi,win,celebration,rebellion,non_explicit,spotify:track:5waPZcxgliOcZxCjswryDb
254,Caller tune,Neeraj Shridhar,pop,love,medium,high,hindi,manifesting,hype,,non_explicit,spotify:track:0CCkRb9Ga6nluTRiAejwCw
255,Party all night,Yo Yo Honey Singh,pop,celebration,high,high,hindi,happiness,hype,rage,non_explicit,spotify:track:1bHBYJjUYYbUnwKYCFxV1F
256,Jugnu,Badshah,pop,love,medium,medium,hindi,happiness,manifesting,,non_explicit,spotify:track:2NTVtNcpC0i1R7LVGaCZCF
257,Kaanfidential,Naam Sujal,hip-hop,flex,high,high,hindi,win,rebellion,hype,explicit,spotify:track:2w5YLob4nJSDiuXJcl0xAk
258,North side,Vichaar,hip-hop,rebellion,high,medium,hindi,motivation,determination,,non_explicit,spotify:track:7zIrXnUcCCVGCbCCY78mbT
259,Blowup,Vichaar,hip-hop,win,high,high,hindi,determination,rage,confidence,non_explicit,spotify:track:5Oys598jBje9v92awHRXzZ
260,Fly,Vichaar,hip-hop,flex,high,high,hindi,win,determination,,explicit,spotify:track:4YDvM7qeKwivPI0lBiH9WE
261,Paisa,Sonu Parihar,indie,introspection,medium,medium,hindi,calm,happiness,hope,non_explicit,spotify:track:1ATuzewObipuqSTF0Vu86N
262,Ek din,The Seige,hip-hop,manifesting,low,low,hindi,love,heartbreak,hope,non_explicit,spotify:track:1hlgWN4erCHPTVV7qhY6we
263,Aashiqana,Chaar Diwaari,pop,love,high,medium,hindi,manifesting,hope,remembering,non_explicit,spotify:track:5VmmaElvu2KTB0mpUSGlMy
264,Chaand,Chaar Diwaari,hip-hop,hurt,high,high,hindi,love,remembering,introspection,non_explicit,spotify:track:3R6AGNnigrMm3E0nZYle4G
265,Tu kyu na mujhe dekhti,Chaar Diwaari,indie,love,medium,medium,hindi,manifesting,healing,stress,non_explicit,spotify:track:5WOhPBuOp2xlyXiRaWLfqU
266,Marwadi Mix,SekraOG,hip-hop,flex,medium,medium,hindi,win,hype,celebration,non_explicit,spotify:track:07r5BNTdJCLtCEAf8z21il
267,Pyaar ka jua,The 9Teen,indie,love,low,low,hindi,remembering,nostalgia,healing,non_explicit,spotify:track:3yxStyDgcQy1omR8iqYJWY
268,Na jaane,AFKAP,hip-hop,love,medium,low,hindi,manifesting,healing,melancholy,non_explicit,spotify:track:3ly0FtX6MmY2k5X0WDsI0U
269,Red Cup,Calm,hip-hop,win,medium,high,hindi,flex,happiness,rage,explicit,spotify:track:1yhlhAdJBOvj9LVdKp08LD
270,Pisha,Calm,hip-hop,flex,high,high,hindi,win,confidence_boost,self_respect,explicit,spotify:track:4bJWn4e2WDJrEv1kJrO0WC
271,Oonchiyat,Tarun,hip-hop,determination,high,high,hindi,win,confidence,motivation,non_explicit,spotify:track:6n8PhbIkxCg0UWxBVYxnRj
272,Aahiste se,Dxvta,hip-hop,introspection,high,high,hindi,flex,exhaustion,rage,explicit,spotify:track:7DiMZYTI8KAoP5m37kGVWW
273,Alfaz-e-dard,Devel,hip-hop,exhaustion,medium,medium,hindi,failure,betrayal,motivation,non_explicit,spotify:track:3P2hxNJcdtJlfhsIfNllob
274,Raaz,Farhan Khan,hip-hop,heartbreak,medium,medium,hindi,love,remembering,rage,non_explicit,spotify:track:3THa6BajHEzmvKnSXJtWLl
275,Fucked up,Arya,hip-hop,heartbreak,medium,medium,hindi,love,sadness,loneliness,explicit,spotify:track:3FMNgBme3wvrKyLkfHRZGA
276,Preacher,Kalam Ink,hip-hop,manifesting,medium,medium,hindi,stress,motivation,determination,explicit,spotify:track:1C99ZFDmchpWnOXgRk9B2U
277,O Rangrez,Shankar-Ehsaan-Loy,pop,love,medium,high,hindi,manifesting,happiness,melancholy,non_explicit,spotify:track:5JCDVLwteSXuwVqjCa7SwH
278,Bargad,Sufr,hip-hop,love,high,medium,hindi,manifesting,melancholy,loneliness,non_explicit,spotify:track:0Q9rHyEG7lME4y2Fqtuxgl
279,Crash Out,Encore ABJ,hip-hop,introspection,medium,medium,hindi,hurt,rage,exhaustion,explicit,spotify:track:3LC5BtARLO2sExRg4DHwWC
280,Masti,Encore ABJ,hip-hop,win,medium,high,hindi,celebration,rebellion,,explicit,spotify:track:5lbtWAhkJManGaVJ9zdweo
281,Kya mein yaha,Encore ABJ,hip-hop,introspection,high,high,hindi,rage,rebellion,betrayal,explicit,spotify:track:5ZLmECGuQqlxFBxnQHuTES
282,Elevator music,Encore ABJ,hip-hop,exhaustion,high,high,hindi,self_respect,rebellion,rage,explicit,spotify:track:4hebfgSrwW687KCvAHDMRx
283,All caps,Encore ABJ,hip-hop,self_respect,medium,medium,hindi,confidence,exhaustion,rebellion,explicit,spotify:track:5yPeZCM8uJHTSpT66K69SF
284,Stadium Coupe,Loose Threads,hip-hop,win,high,high,english,confidence,hype,,explicit,spotify:track:44BIGJgvEoKFKlzSfg1KTB
285,What's up,Kr$na,hip-hop,win,medium,medium,hindi,love,confidence,determination,non_explicit,spotify:track:6OmQ0LT5nx5qrxoPljf8lv
286,Shararat,Shashwat Sachdev,pop,celebration,high,high,hindi,love,happiness,,non_explicit,spotify:track:0R7grQWU1dRxiOQGIqZm0Z
287,Vo din,Kulprit,hip-hop,heartbreak,low,low,hindi,remembering,nostalgia,,non_explicit,spotify:track:1E9lGfiAKX7pqCc44Uk7OR
288,Dooba,Nanku,indie,love,medium,medium,hindi,manifesting,calm,,non_explicit,spotify:track:03furKeCY0Tg0XmpzmrE0j
289,End of beginning,Djo,blues,remembering,medium,medium,english,nostalgia,calm,introspection,non_explicit,spotify:track:3qhlB30KknSejmIvZZLjOD
290,Mudda,Yung Sammy,hip-hop,rebellion,high,high,hindi,rage,flex,,explicit,spotify:track:3usqexd5uUTl5SkLme0HKX
291,Back 2 back,Karma,hip-hop,determination,high,high,hindi,flex,motivation,,explicit,spotify:track:29SoFgKO588lKJVnUTp10E
292,Meri yaad,OG Lucifer,hip-hop,heartbreak,medium,medium,hindi,remembering,betrayal,hurt,explicit,spotify:track:3umGfZfZozZgydXXfEGath
293,Abhi na jao chod kar,Asha Bhosle,pop,heartbreak,low,medium,hindi,love,remembering,melancholy,non_explicit,spotify:track:6mhRdDoAN5N4xv9kcUgTDW
294,Kismat ke maare,Gunda,indie,love,medium,medium,hindi,heartbreak,melancholy,,non_explicit,spotify:track:5dLMqZYosdiU2KvgkmDYRZ
295,Streets,Jtrix,hip-hop,confidence_boost,medium,high,hindi,rage,hype,determination,explicit,spotify:track:430e8uZUyaryVhqBzUf3Bf
296,Harami,Jtrix,hip-hop,rage,high,high,hindi,rebellion,hype,win,non_explicit,spotify:track:1LeRwdN4Gr7IiyuXQK972O
297,Mindset,Karma,hip-hop,win,medium,high,punjabi,flex,self_respect,confidence_boost,non_explicit,spotify:track:6IuPxPZw2gKBU6ZJKNlHCn
298,Carefree style,Karma,hip-hop,rebellion,medium,high,hindi,betrayal,confidence,win,explicit,spotify:track:13diygcJvQG35uSFGG5aDY
299,Best friend,Arpit bala,indie,love,medium,low,hindi,manifesting,calm,healing,non_explicit,spotify:track:2SSLO5bzSNCzaD0I09s6Nr
300,Aadat,Dhruv Sthetic,indie,love,medium,medium,hindi,remembering,heartbreak,hope,non_explicit,spotify:track:03bi07IohGL0gEJlNn79en
301,On the floor,Jennifer Lopez,house music,celebration,high,high,english,happiness,confidence_boost,,non_explicit,spotify:track:3C0nOe05EIt1390bVABLyN
302,Can't take my eyes of you,Engelbert Humperdinck,jazz,love,medium,medium,english,hope,healing,calm,non_explicit,spotify:track:7oHymG8r14Iv9zn5hFTNax
303,Dil ka jo haal hai,Abhijeet,pop,love,high,high,hindi,happiness,celebration,,non_explicit,spotify:track:3IZhkhpuGU7iNWDcQ30nZm
304,Letter to you,Rishi Kumar,hip-hop,love,medium,low,hindi,hurt,healing,introspection,non_explicit,spotify:track:3XgEnJwzI6S3Zfm82flXSP
305,I'm done,Maan Panu,indie,love,medium,medium,hindi,hope,nostalgia,heartbreak,non_explicit,spotify:track:0YRpv07J0y7J73X87efpia
306,Ominous,Kidd Mange,hip-hop,rage,high,high,hindi,hype,rebellion,win,explicit,spotify:track:2MxpTTlupWHPDp4Rzsdxtj
307,Tere liye,Atif Aslam,pop,love,high,high,hindi,celebration,healing,,non_explicit,spotify:track:0fCQRUbk8LIQTdQYGNtGyv
308,Aayi ho tum,Pathak,indie,love,low,low,hindi,manifesting,healing,,non_explicit,spotify:track:4eArFtuQzr37bCZFnWJVKZ
309,Hurt,AFKAP,hip-hop,rage,medium,medium,hindi,hurt,rebellion,,explicit,spotify:track:1pILYNg9A9iobXHoieNOEM
310,Hawai Chappal,Rebel 7,hip-hop,confidence,medium,medium,hindi,rage,flex,,explicit,spotify:track:6WNsKy3qiLpyAAmUvOM2mF
311,Pyaar hume kis mod pe,Kishore Kumar,pop,heartbreak,medium,medium,hindi,love,manifesting,hope,non_explicit,spotify:track:079c7ryg9vTjnQJgMHqkgZ
312,Suno aisha,Amit Trivedi,pop,love,medium,high,hindi,celebration,happiness,,non_explicit,spotify:track:0MjL7YQ02qH7nxfayhbmfp
313,Sabya Sachi,GhAatak,hip-hop,flex,high,high,hindi,hype,win,confidence,explicit,spotify:track:7MUzoTZFNLc1jpqA63ocpP
314,Do you miss me,Fotty Seven,hip-hop,rebellion,medium,high,hindi,hype,win,,explicit,spotify:track:1BYAoJCqaWrOH6iY2qAqL1
315,Ruswai,Gunda,hip-hop,heartbreak,medium,medium,hindi,remembering,hurt,love,non_explicit,spotify:track:15UBusHG2S1bu3zTKp7JH2
316,Sin's,Sinash,indie,introspection,medium,high,hindi,hurt,healing,,non_explicit,spotify:track:2uKVHdm8j3rzkz4uZpJDIV
317,Finding her,Kushagra,indie,love,low,low,hindi,heartbreak,remembering,hope,non_explicit,spotify:track:5ThyDv6aRVU8AH4vXQNldF
318,Neelam aur neeli,Encore ABJ,hip-hop,rebellion,low,low,hindi,heartbreak,sadness,hurt,non_explicit,spotify:track:3OLFtvSeIizKQgsgrvK235
319,Ankurit Moong,Naam Sujal,hip-hop,flex,medium,medium,hindi,win,confidence,self_respect,explicit,spotify:track:1tjarvG7EoJRYL7etWdJgo
320,Top floor shit,Yashraj,hip-hop,win,high,high,hindi,win,confidence,motivation,explicit,spotify:track:5PBLHkJ35cyzRHWN083JKM
321,Highzone Freestyle,SekraOG,hip-hop,flex,high,high,hindi,win,confidence_boost,rebellion,non_explicit,spotify:track:3s54MvAv1lpWfNoCZvm0Cw
322,Bansuri,Sammohit,hip-hop,flex,high,high,hindi,rage,hype,,explicit,spotify:track:2GIJBiKLp45defdYaWPpV8
323,Thak thak,DOTM,hip-hop,rebellion,high,high,hindi,rage,hurt,,explicit,spotify:track:1n7TqfJrPdnDnWY3JLncfb
324,Pukarta rahu,Arya,hip-hop,nostalgia,medium,medium,hindi,remembering,heartbreak,hurt,non_explicit,spotify:track:5yJeInJ3QHIw0I2mNEbjzq
325,Ye zindagi hai,King,indie,heartbreak,low,low,hindi,failure,hurt,healing,non_explicit,spotify:track:4HesGCORky6hKWswrwodiD
326,Kabhi na mili,The Seige,hip-hop,failure,medium,medium,hindi,introspection,hurt,win,non_explicit,spotify:track:2ENe17Bf0LzQsnNDXN31b0
327,Brains out,SekraOG,indie,heartbreak,medium,medium,hindi,nostalgia,hurt,remembering,non_explicit,spotify:track:2wYiFCN7NhUDzAFEVOJESY
328,Aage chal,Raftaar,hip-hop,motivation,high,high,hindi,determination,self_respect,hope,non_explicit,spotify:track:7HIj0ngCi26xwxKDVkxaR9
329,Buss down,Kr$na,hip-hop,manifesting,high,high,hindi,win,motivation,determination,non_explicit,spotify:track:6iimPfgGSNCtpSs0oALaX5
330,Never enough,Kr$na,hip-hop,flex,high,high,hindi,exhaustion,motivation,rage,explicit,spotify:track:3Za1oprAxTiMLJ82fxPJoK
331,Sensitive,Kr$na,hip-hop,rebellion,high,high,hindi,exhaustion,rage,celebration,explicit,spotify:track:2Xzbh7k2ysgUtC9MIncLR4
332,Nothing to prove,Kr$na,hip-hop,failure,medium,medium,hindi,exhaustion,stress,determination,non_explicit,spotify:track:1YCQAPP5mmtZWEiL6Wxbjv
333,Barse/naina,Rumil,indie,exhaustion,medium,medium,hindi,stress,failure,heartbreak,non_explicit,spotify:track:5KOyPQocu7qBxko3RZcewS
334,Red,Seedhe Maut,hip-hop,determination,medium,medium,hindi,motivation,self_respect,confidence_boost,explicit,spotify:track:1pLpEdOWbZvbX1s6gOizQC
335,28 Freestyle,Smoke,hip-hop,hope,medium,medium,hindi,motivation,rebellion,determination,explicit,spotify:track:7ytITPkYk39NRFooG9wFKD
337,Bhala kyu,DOMT,hip-hop,failure,medium,medium,hindi,exhaustion,healing,betrayal,non_explicit,spotify:track:0PQCaJpJm0CLEkUW2V0uf2
338,Departure lane,Talha Anjum,hip-hop,hurt,low,low,hindi,heartbreak,stress,,non_explicit,spotify:track:7wGgYAOMhhRObOGdWlJ9Hi
339,Kyu?,Shashank,indie,nostalgia,low,low,hindi,remembering,heartbreak,,non_explicit,spotify:track:7CJucYGIox0gXwtSZ4VThc
340,Andar ka bachha,Rawal,hip-hop,hurt,low,low,hindi,nostalgia,determination,,non_explicit,spotify:track:7q8RDjLprHOErgwz4ReQGA
341,Mortien,Azooz,hip-hop,rage,high,high,hindi,exhaustion,confidence,rebellion,explicit,spotify:track:4jF5PoufACZkFgqeZDcZgh
342,Bablu babylon se,Uniyal,hip-hop,rebellion,medium,high,hindi,stress,rage,,non_explicit,spotify:track:0bssPDECfzDKjvC50TXjii
